0.25,0.14,4
0.285,1.25,4
0.25,8,4
0.25,2,4
1.47766418058765,574,2
1627617.9,509,4
101,1.22887401609811,3
975,-0.631187651139485,2
9940170.6,-0.92562429502453,3
1.05457795149631,-0.773560013378283,2
1.48657652494399,1.79218674165367,2
998,-0.566708692881646,3
0.267044145275387,-0.383354726215553,3
0.236724799442856,276,1
12100154.6,1.69205936630503,4
0.860829518223393,502,3
1.68986327664323,0.921287719665168,1
0.767407858809478,999,3
1.40026907505898,0.0637300541489991,4
17140097,416,2
17300104.2,1.52930709818764,1
462,1.67885823800142,3
0.786203151954699,0.643807333547477,2
982,1.66976946576406,4
1.88523317679645,1.10121820674057,4
689,40,2
1.5584515745125,0.684575679,2
2,0.56432184,4
1.2525252525258825,0.326543216854,1
